編號,分類,題號,文件名稱,題目,選項1,選項2,選項3,選項4,正確答案
B1-022,B1,022,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某電商平台開發的顧客流失預測模型在上線數月後，預測準確率明顯下降。專案團隊懷疑顧客行為模式改變，導致模型輸入特徵的分佈與原始訓練資料不同，出現典型的資料漂移（Data Drift）問題。為了偵測並確認資料分佈是否發生變化，下列哪一種作法最合適？,(1) 定期重新訓練模型以應對外部變化,(2) 提升模型複雜度以捕捉更多資料變異性,(3) 增加測試資料量以提高評估準確度,(4) 計算輸入特徵分佈間的 KL散度（KL Divergence）,4
B1-023,B1,023,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某大型醫院即將部署一套輔助診斷的 AI系統，為降低對臨床流程的衝擊，同時確保風險可控與回饋可收斂，應採取何種『漸進式部署』（Phased Rollout）策略最為合適？,(1) 從單一專科（如放射科）或特定病房開始啟用，逐步擴展至全院,(2) 先部署於病例量較高的急診單位，加速收集高頻使用回饋,(3) 僅在夜班或離峰時段啟用，避免影響主要臨床工作負載,(4) 在使用者界面啟用提示模式，讓全院同步體驗但不影響診斷流程,1
B1-024,B1,024,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某金融機構的 AI風控系統遭受對抗性攻擊，駭客透過對輸入特徵進行微小但惡意的擾動，成功欺騙了模型。為了從根本上解決模型自身對這類攻擊的脆弱性，下列何者並非針對此種攻擊型態的技術手段？,(1) 強化資料前處理，用以過濾掉格式不符或數值極端異常的輸入,(2) 在模型訓練階段導入對抗樣本訓練，以提升模型對惡意特徵擾動的辨識與防禦能力,(3) 於推論後階段使用規則引擎，以確保模型的預測結果不違反既有的業務硬性規定,(4) 在模型部署環境中強化網路防火牆，以阻擋來自未授權來源的網路連線,4
B1-025,B1,025,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某企業部署生成式 AI系統協助行銷與內容產出，但近期遭質疑部分生成內容可能涉及著作權侵權。為降低企業在法律層面的潛在責任與風險，下列哪一項策略最能有效預防侵權問題產生？,(1) 對生成內容進行語意相似度比對，自動標註可能涉及既有著作的輸出結果，以降低侵權風險,(2) 建立訓練資料篩選與授權驗證機制，排除未授權或高風險資料來源,(3) 在訓練與微調過程中採用差分隱私技術，避免模型記憶特定受著作權保護的樣本,(4) 在模型輸出端嵌入浮水印（Watermarking）或數位指紋（Digital Fingerprint）技術，以確保生成內容可追溯,2
B1-026,B1,026,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,在房價預測任務中，若發現特徵如「房間數」與「坪數」存在高度多重共線性（Multicollinearity），為降低共線性對模型參數估計的負面影響，應優先選擇下列哪種模型？,(1) 不受多重共線性影響的決策樹模型,(2) 傳統線性迴歸模型，不含正則化項,(3) 支持向量機搭配線性核函數,(4) 含 L1正則化的 LASSO迴歸模型,4
B1-027,B1,027,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某企業需分析半結構化的系統日誌（JSON格式），以提取關鍵的時序特徵供故障預測模型使用。考量日誌結構複雜且包含巢狀欄位（Nested Fields），下列哪一種策略最有效且實務可行？,(1) 先將 JSON 資料扁平化轉成 CSV，再對欄位計算統計量（如均值、次數）作為特徵,(2) 使用遞歸神經網路（RNN）直接輸入原始 JSON字串進行時序特徵抽取,(3) 設計遞迴函式展開巢狀欄位，並基於時間窗口（Time Window）進行聚合與特徵萃取,(4) 只保留時間戳記欄位，忽略其他巢狀內容以簡化特徵工程,3
B1-028,B1,028,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,在一個同時包含連續型特徵與類別型特徵的資料集中，若希望透過適當的特徵工程流程來提升模型整體表現，下列哪一種作法最為合適？,(1) 將類別型特徵使用標籤編碼（Label Encoding）轉換後，與連續特徵直接合併進行模型訓練,(2) 將連續特徵進行離散化（Discretization）或分桶（Binning）轉為類別型特徵，統一以類別方式處理,(3) 對連續特徵做標準化（Standardization），類別特徵採用目標編碼（Target Encoding），並生成交互特徵提升模型表現,(4) 只保留連續特徵，忽略類別型變量以簡化模型,3
B1-029,B1,029,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,"某 AI開發團隊為提升模型開發效率及品質控制，計畫實施持續整合（Continuous Integration, CI）流程。下列哪一項做法最符合 CI的核心實踐，且能有效減少整合風險？",(1) 在主分支（Main Branch）每日固定時間手動合併並執行完整測試流程,(2) 每次程式碼提交（Commit）後自動觸發建置、單元測試及靜態程式碼分析,(3) 於模型訓練完成後，定期安排開發團隊回顧並合併程式碼,(4) 透過自動化部署腳本，將模型在特定時間點批次釋出到測試環境,2
B1-030,B1,030,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某銀行計劃將 AI詐欺偵測模組整合至核心交易系統，主管機關要求全流程必須符合金融監管對「不可否認性（Non-repudiation）」的資訊安全規範，以確保日後能進行法務追蹤與稽核。下列哪一項措施最能確保此要求的落實？,(1) 為每筆 AI模型推論記錄其輸入與輸出結果的加密雜湊值（Hash），並簽署數位簽章以確保不可竄改性,(2) 優化模型效能以降低平均推論延遲至 100ms以下，提升使用者體驗,(3) 增加主機備援數量，以確保系統在故障時持續可用,(4) 將模型推論請求導入負載平衡器，避免單點壅塞導致服務延遲,1
B1-031,B1,031,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,"某 AI服務系統每次推論請求需約 1秒完成，且必須支撐高達 10,000次請求每秒（RPS）的流量。為確保系統具備高可用性且能穩定應付流量峰值，下列哪一種架構方案最為合適？",(1) 依賴單台超高效能伺服器進行垂直擴展，提升硬體規格,(2) 採用容器化部署並水平擴展服務實例，結合自動彈性伸縮機制（Auto Scaling）,(3) 限制最大併發連線數，以避免系統過載,(4) 增加批次處理大小，一次同時處理上千筆請求,2
B1-032,B1,032,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某企業已將 AI模型部署於生產環境，為確保系統持續穩定運作，並能提前偵測模型效能可能衰退，技術團隊希望透過監控指標進行預警。下列哪一項監控指標最具預測效力，能提早發現模型效能下滑風險？,(1) 系統 CPU 與記憶體使用率波動幅度,(2) 模型推論結果的置信度（Confidence）分佈變化趨勢,(3) API平均回應時間與延遲百分位數變化,(4) 輸入特徵與訓練資料分布差異的 PSI（Population Stability Index）指數,4
B1-033,B1,033,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,企業團隊在使用 Word2Vec模型訓練客服文本語料時，若訓練資料量龐大且希望模型能更有效捕捉罕見詞的語意關聯，下列哪一種訓練策略最為適合？,(1) 採用 Skip-gram模型，但以隨機初始化權重加快高頻詞的訓練收斂,(2) 採用 CBOW 模型（Continuous Bag of Words Model）並結合 TF-IDF權重以強化低頻詞表示,(3) 採用 Skip-gram模型，利用中心詞預測周圍詞語，能更有效學習低頻詞關係,(4) 採用 CBOW 模型（Continuous Bag of Words Model），利用周圍詞預測中心詞，能提升罕見詞的語意穩定度,3
B1-034,B1,034,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,在自駕車影像辨識系統中，開發團隊希望模型能同時辨識每個像素所屬的物件類別（例如道路、建築、行人），又能區分出同類物件的不同個體（例如多位行人）。此時最適合採用下列哪一項電腦視覺技術？,(1) 語義分割（Semantic Segmentation）,(2) 物件偵測（Object Detection）,(3) 實例分割（Instance Segmentation）,(4) 全景分割（Panoptic Segmentation）,3
B1-035,B1,035,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某媒體公司計畫導入 CLIP（Contrastive Language–Image Pre-training）模型，以協助大量影像自動標註與搜尋，並希望在無需新增標訓資料的情況下，僅透過文字提示（Text Prompt）即可識別影像內容。請問此應用情境中，CLIP能夠達成的關鍵技術特性為何？,(1) 透過圖文對比式學習（Contrastive Learning）將影像與文字映射至共同嵌入空間（Shared Embedding Space），可直接以語意相似度進行零樣本分類,(2) 透過影像增強與特徵擴散降低標訓資料需求,"(3) 以監督式學習結合多層感知器（Multilayer Perceptron, MLP）進行影像特徵分類",(4) 以自迴歸生成模型（Autoregressive Model）逐步生成文字標籤描述影像內容,1
B1-036,B1,036,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某資料科學團隊在開發預測模型時，針對多種模型設定（如學習率、樹深度、正則化係數等）進行系統化測試，希望找出在驗證資料上表現最穩定的組合。此過程最可能採用下列哪一種方法？,(1) 使用交叉驗證（Cross Validation）反覆評估模型以降低過擬合風險,(2) 透過網格搜尋（Grid Search）在多組超參數設定中進行系統化搜尋與評估,(3) 以隨機搜尋（Random Search）快速探索部分參數空間以提升搜尋效率,(4) 採用貝葉斯優化（Bayesian Optimization）根據歷次結果動態調整搜尋方向,2
B1-037,B1,037,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某公司正在訓練一個大型語音合成模型，開發團隊使用多台 GPU 進行訓練，但經常出現 GPU 記憶體不足問題。由於模型架構已固定且無法更換硬體，團隊希望在維持模型效能與收斂品質的前提下，下列哪一種方法最有效降低單張 GPU 的記憶體壓力？,(1) 減少訓練資料量以降低記憶體使用,(2) 採用較小的批次大小（Batch Size）並搭配資料分片（Data Sharding）分散訓練負載,(3) 增加學習率（Learning Rate）以加快收斂速度,(4) 改用測試資料集（Test Set）進行部分訓練以節省空間,2
B1-038,B1,038,114年第二梯次中級AI應用規劃師第一科人工智慧技術應用與規劃(當次試題公告114_20251226000616.pdf,某影像設計團隊在使用 Stable Diffusion生成 4K級產品圖時，發現影像邊緣與細節存在顆粒化與模糊現象。若僅能在生成階段進行調整，希望提升畫面清晰度與紋理層次，同時避免過度平滑，下列哪一項作法最適合？,(1) 降低取樣步數，以縮短生成時間,(2) 增加取樣步數並選擇高品質取樣器，以強化細節還原度,(3) 提高 CFG（Classifier-Free Guidance）值，使生成結果更具創意與多樣性,(4) 改用低解析度輸入以降低計算成本,2
