編號,分類,對應PDF,PDF題號,CSV題號,內容判定,答案判定,溯源判定,題號判定,顯示判定,圖片依賴,內嵌圖片數,差異類型,內容差異明細,其他問題,差異摘要
B1-085,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,35,35,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-086,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,36,36,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-087,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,37,37,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某製造廠開發產線瑕疵檢測模型時,資料集存在嚴重類別不平衡問題,其中良品約占99%,瑕疵品僅占1%.若直接使用原始資料進行訓練,模型容易偏向預測多數類別(良品),」｜CSV「某製造廠開發產線瑕疵檢測模型時,資料集存在嚴重類別不平衡問題,其中良品約占99%,瑕疵品僅占1%.若直接使用原始資料進行訓練,模型容易偏向預測第一科:人工智慧技」"
B1-088,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,38,38,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-089,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,39,39,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-090,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,40,40,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-091,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,41,41,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某AI影像辨識平台以單一GPU伺服器提供多租戶推論服務,系統長期觀察到GPU使用率約維持在60%左右,且在執行過程中可觀察到GPUkernel之間存在明顯閒置間」｜CSV「某AI影像辨識平台以單一GPU伺服器提供多租戶推論服務,系統長期觀察到GPU使用率約維持在60%左右,且在執行過程中可觀察到GPUkernel之間存在明顯閒置間」"
B1-092,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,42,42,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-093,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,43,43,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-094,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,44,44,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項2不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 選項2混入頁首文字 | L4 選項2多餘連續空白,"PDF「採用HTTPPOST請求,將影像資料以multipart/form-data或application/octet-stream傳輸於RequestBody」｜CSV「採用HTTPPOST請求,將影像資料以multipart/form-data或application/octet-第一科:人工智慧技術應用與規劃答案題目stre」"
B1-095,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,45,45,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-096,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,46,46,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-097,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,47,47,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「暫停流量提升,針對延遲問題進行效能分析與優化後再繼續部署」｜CSV「暫停流量提升,針對延遲問題進行效能分析與優化後再繼續部署第一科:人工智慧技術應用與規劃答案題目」"
B1-098,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,48,48,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-099,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,49,49,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-100,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,50,50,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-051,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,1,1,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-052,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,2,2,PASS,PASS,FAIL,PASS,PASS,是,1,-,完全一致,L1 文件名稱無法對應實體檔,
B2-053,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,3,3,PASS,PASS,FAIL,PASS,FAIL,否,0,-,完全一致,L1 文件名稱無法對應實體檔 | L4 選項2多餘連續空白 | L4 選項4多餘連續空白,
B2-054,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,4,4,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項3不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 選項3混入頁首文字 | L4 選項3多餘連續空白,PDF「卡方獨立性檢定(Chi-SquareTest)」｜CSV「卡方獨立性檢定(Chi-SquareTest);第二科:大數據處理分析與應用答案題目」
B2-055,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,5,5,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-056,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,6,6,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-057,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,7,7,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-058,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,8,8,FAIL,PASS,FAIL,PASS,FAIL,是,1,C4 頁首文字混入,選項2不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 選項2混入頁首文字 | L4 選項2多餘連續空白,"PDF「Z≈0.08,不拒絕虛無假說」｜CSV「Z≈0.08,不拒絕虛無假說;第二科:大數據處理分析與應用答案題目」"
B2-059,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,9,9,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-060,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,10,10,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-061,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,11,11,PASS,PASS,FAIL,PASS,FAIL,否,0,-,完全一致,L1 文件名稱無法對應實體檔 | L4 選項3多餘連續空白 | L4 選項4多餘連續空白,
B2-062,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,12,12,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某資料工程師在建構AI訓練資料處理流程時,需要處理一個50GB的CSV檔案,其大小遠超過系統可用記憶體.他使用Python的Pandas進行資料前處理,但直接呼」｜CSV「某資料工程師在建構AI訓練資料處理流程時,需要處理一個50GB的CSV檔案,其大小遠超過系統可用記憶體.他使用Python的Pandas進行資料前處理,但直接呼」"
B2-063,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,13,13,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-064,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,14,14,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-065,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,15,15,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-066,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,16,16,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某工程師在建立推薦系統時,評估使用奇異值分解(SingularValueDecomposition,SVD)對使用者-商品評分矩陣進行潛在語意分析(Latent」｜CSV「某工程師在建立推薦系統時,評估使用奇異值分解(SingularValueDecomposition,SVD)第二科:大數據處理分析與應用答案題目對使用者-商品評」"
B2-067,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,17,17,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-068,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,18,18,FAIL,PASS,FAIL,PASS,PASS,否,0,C2 內容刪節; C6 文字改寫,選項1不符（C2：刪25/增0/改4） | 選項2不符（C6：刪0/增5/改25） | 選項3不符（C2：刪22/增0/改0）,L1 文件名稱無法對應實體檔,"PDF「信賴度=P(A∩B),即A與B同時出現的機率,範圍[0,1]」｜CSV「×P」"
B2-069,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,19,19,FAIL,PASS,FAIL,PASS,FAIL,是,1,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「下圖表為電商平台某時段的交易紀錄(共8筆訂單),對圖表內的資料執行Apriori演算法,設定最低支援度為3.請問最終保留下來的最大頻繁項目集為何?」｜CSV「下圖表為電商平台某時段的交易紀錄(共8筆訂單),對圖表內的資料執行Apriori演第二科:大數據處理分析與應用答案題目算法,設定最低支援度為3.請問最終保留下來」"
B2-070,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,20,20,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-071,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,21,21,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項1多餘連續空白 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「使用DataFrame.agg({'col':'stddev'})或RDD.aggregate()等分散式統計方法,由各Executor計算局部統計量後再進行彙」｜CSV「使用DataFrame.agg({'col':'stddev'})或RDD.aggregate()等分散式統計方法,由各Executor計算局部統計量後再進行彙」"
B2-072,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,22,22,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-073,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,23,23,PASS,PASS,FAIL,PASS,PASS,是,1,-,完全一致,L1 文件名稱無法對應實體檔,
B2-074,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,24,24,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項1不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項1混入頁首文字 | L4 選項1多餘連續空白,"PDF「皮爾森衡量兩個連續變數間的線性關係強度;斯皮爾曼與肯德爾基於排名(Rank)計算,對非線性單調關係也適用」｜CSV「皮爾森衡量兩個連續變數間的線性關係強度;斯皮爾曼與肯德爾基於排名(Rank)第二科:大數據處理分析與應用答案題目計算,對非線性單調關係也適用」"
B2-075,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,25,25,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-076,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,26,26,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-077,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,27,27,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-078,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,28,28,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「行銷團隊比較三種廣告投放管道(A/B/C)的轉換率差異,原始數據如下,A:3.2%,B:3.8%,C:4.0%.若設計圖表時將y軸刻意截斷(不從0開始),造成視」｜CSV「行銷團隊比較三種廣告投放管道(A/B/C)的轉換率差異,原始數據如下,A:3.2%,B:3.8%,C:4.0%.若設計圖表時將y軸刻意截斷(不從0開始),造成視」"
B2-079,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,29,29,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-080,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,30,30,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-081,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,31,31,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-082,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,32,32,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項1不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項1混入頁首文字 | L4 選項1多餘連續空白,"PDF「SMOTE不適合用於金融違約預測場景,此類高風險業務應一律採用class_weight調整損失函數,而非對資料本身進行過採樣」｜CSV「SMOTE不適合用於金融違約預測場景,此類高風險業務應一律採用class_weight調第二科:大數據處理分析與應用答案題目整損失函數,而非對資料本身進行過採樣」"
B2-083,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,33,33,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-084,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,34,34,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-085,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,35,35,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-086,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,36,36,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某AI系統架構師正在為一個電子商務資料湖(DataLake)設計系統.該資料湖儲存數百億筆使用者點擊紀錄,並作為企業主要的分析資料來源.系統需讓非技術背景的行銷」｜CSV「某AI系統架構師正在為一個電子商務資料湖(DataLake)設計系統.該資料湖儲存數百億筆使用者點擊紀錄,並作為企業主要的分析資料來源.系統需讓非技術背景的行銷」"
B2-087,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,37,37,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-088,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,38,38,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「三種技術中,只有差分隱私提供可組合且可量化的隱私保證,而K匿名與亂數回應在面對背景知識攻擊或多次查詢時保護能力有限二,程式題」｜CSV「三種技術中,只有差分隱私提供可組合且可量化的隱私保證,而K匿名與亂數回應在面對背景知識攻擊或多次查詢時保護能力有限第二科:大數據處理分析與應用二,程式題答案題目」"
B2-089,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,39,39,PASS,PASS,FAIL,PASS,PASS,是,1,-,完全一致,L1 文件名稱無法對應實體檔,
B2-090,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,40,40,FAIL,PASS,FAIL,PASS,FAIL,是,1,C4 頁首文字混入,選項4不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「隨機森林分類器(RandomForestClassifier)某全球共享乘車平台的資料科學團隊,正針對2025年第四季度進行營收優化與防弊分析專案.團隊希望透過」｜CSV「隨機森林分類器(RandomForestClassifier)第二科:大數據處理分析與應用答案題目某全球共享乘車平台的資料科學團隊,正針對2025年第四季度進行」"
B2-091,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,41,41,FAIL,PASS,FAIL,PASS,FAIL,是,1,C4 頁首文字混入,選項4不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「直接刪除所有遺失資料,因數值型欄位不適合進行補值處理」｜CSV「直接刪除所有遺失資料,因數值型欄位不適合進行補值處理第二科:大數據處理分析與應用答案題目」"
B2-092,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,42,42,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-093,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,43,43,PASS,PASS,FAIL,PASS,PASS,是,1,-,完全一致,L1 文件名稱無法對應實體檔,
B2-094,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,44,44,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「選擇使模型特異度(Specificity)達到100%的門檻,以確保正常司機不會被誤判請依照以下情境回答第45~47題.資料分析師載入一份電商交易紀錄的Pand」｜CSV「選擇使模型特異度(Specificity)達到100%的門檻,以確保正常司機不會被誤判第二科:大數據處理分析與應用答案題目請依照以下情境回答第45~47題.資料」"
B2-095,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,45,45,PASS,PASS,FAIL,PASS,PASS,是,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-096,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,46,46,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B2-097,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,47,47,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「df.join(customers,on='CustomerID')請根據下方資訊回答第48~50題」｜CSV「df.join(customers,on='CustomerID')第二科:大數據處理分析與應用答案題目請根據下方資訊回答第48~50題」"
B2-098,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,48,48,PASS,PASS,FAIL,PASS,PASS,是,1,-,完全一致,L1 文件名稱無法對應實體檔,
B2-099,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,49,49,FAIL,PASS,FAIL,PASS,FAIL,是,5,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「在進行機器學習建模前,資料分析師已完成資料前處理(包含遺漏值處理與特徵標準化),並準備建立分類模型.已知資料流程如下:1.將資料區分為訓練集與測試集2.建立羅吉」｜CSV「在進行機器學習建模前,資料分析師已完成資料前處理(包含遺漏值處理與特徵標準化),並準備建立分類模型.已知資料流程如下:1.將資料區分為訓練集與測試集2.建立羅吉」"
B2-100,B2,115年第一次中級AI應用規劃師_第二科_大數據處理分析與應用_公告試題_20260615003417.pdf,50,50,PASS,PASS,FAIL,PASS,PASS,是,2,-,完全一致,L1 文件名稱無法對應實體檔,
B3-051,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,1,1,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-052,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,2,2,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-053,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,3,3,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-054,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,4,4,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-055,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,5,5,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某工程師完成多元線性迴歸模型後,繪製殘差圖(ResidualPlot),發現殘差隨預測值增大而呈現擴散現象(右側明顯比左側分散).此現象最可能代表什麼問題?」｜CSV「某工程師完成多元線性迴歸模型後,繪製殘差圖(ResidualPlot),發現殘差隨預第三科:機器學習技術與應用答案題目測值增大而呈現擴散現象(右側明顯比左側分散」"
B3-056,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,6,6,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-057,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,7,7,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-058,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,8,8,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-059,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,9,9,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某工程師訓練深度神經網路時發現損失函數震盪嚴重且收斂速度慢,改用Adam優化器後訓練變得穩定且收斂更快.下列何者為Adam能改善此問題的主要原因?」｜CSV「某工程師訓練深度神經網路時發現損失函數震盪嚴重且收斂速度慢,改用Adam優化器後訓練變得穩定且收斂更快.下列何者為Adam能改善此問題的主要原因?第三科:機器學」"
B3-060,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,10,10,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-061,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,11,11,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-062,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,12,12,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-063,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,13,13,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某工程師訓練文本情感分類模型,訓練集F1=0.96,驗證集F1=0.71,落差明顯,顯示模型出現過擬合.下列哪一種策略能最直接從降低模型複雜度的角度緩解過擬合?」｜CSV「某工程師訓練文本情感分類模型,訓練集F1=0.96,驗證集F1=0.71,落差明顯,第三科:機器學習技術與應用答案題目顯示模型出現過擬合.下列哪一種策略能最直接」"
B3-064,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,14,14,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-065,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,15,15,PASS,PASS,FAIL,PASS,PASS,是,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-066,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,16,16,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項3不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項3混入頁首文字 | L4 選項3多餘連續空白,PDF「加入卷積運算(Convolution)以萃取特徵間的空間關係」｜CSV「加入卷積運算(Convolution)以萃取特徵間的空間關係;第三科:機器學習技術與應用答案題目」
B3-067,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,17,17,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
